122,1,20170305175552.0,ABGD,[],12,0,0
122,2,20170305175552.0,CDGD,[],12,0,0
122,3,20170305175552.0,CCDD,[2.1135895252227783],9,0,-1
122,4,20170305175552.0,CGGD,[2.334676742553711],13,1,1
122,5,20170305175552.0,AECD,[2.056028366088867],0,1,-1
122,6,20170305175552.0,AECD,"[3.3008406162261963, 3.3133740425109863, 3.3213951587677, 2.043936014175415]",0,1,-1
122,7,20170305175552.0,AECD,"[2.793431282043457, 2.3015928268432617]",0,1,-1
122,8,20170305175552.0,BGAD,"[2.8460404872894287, 2.461611032485962]",8,1,1
122,9,20170305175552.0,FABD,"[2.84212064743042, 2.117663621902466]",16,0,-1
122,10,20170305175552.0,BCBD,"[2.457536220550537, 2.7813992500305176, 3.2481696605682373, 2.109611749649048]",7,1,1
122,11,20170305175552.0,AECD,[2.1012001037597656],0,0,1
122,12,20170305175552.0,AECD,"[2.678734540939331, 2.064490795135498]",0,1,-1
122,13,20170305175552.0,AECD,[2.478090763092041],0,1,-1
122,14,20170305175552.0,BGCD,[2.2770209312438965],5,0,-1
122,15,20170305175552.0,EBCD,[],12,0,0
122,16,20170305175552.0,AGCD,"[1.5772829055786133, 1.982886791229248]",3,1,1
122,17,20170305175552.0,AECD,[2.420614242553711],0,1,-1
122,18,20170305175552.0,AECD,[],0,0,0
122,19,20170305175552.0,AECD,"[6.242206811904907, 1.789971113204956]",0,0,1
122,20,20170305175552.0,EEAD,"[2.109363317489624, 2.4946703910827637]",10,0,-1
122,21,20170305175552.0,EDCD,[],9,0,0
122,22,20170305175552.0,FECD,[2.0931015014648438],8,0,-1
122,23,20170305175552.0,AABD,[],8,0,0
122,24,20170305175552.0,BBBD,[],8,0,0
122,25,20170305175552.0,DECD,"[5.181292295455933, 3.5880424976348877]",5,0,-1
122,26,20170305175552.0,BBAD,[],10,0,0
122,27,20170305175552.0,CGFD,[2.3266894817352295],11,1,1
122,28,20170305175552.0,FAAD,[2.711203098297119],18,1,1
122,29,20170305175552.0,AECD,"[1.703528642654419, 1.8840105533599854]",0,1,-1
122,30,20170305175552.0,AECD,[1.9742505550384521],0,1,-1
122,31,20170305175552.0,AECD,[],0,0,0
122,32,20170305175552.0,AFGD,[2.4987032413482666],8,0,-1
122,33,20170305175552.0,ADAD,[2.0601398944854736],5,1,1
122,34,20170305175552.0,DCBD,[2.150383472442627],10,0,-1
122,35,20170305175552.0,AECD,[1.9866042137145996],0,0,1
122,36,20170305175552.0,AECD,[2.117818832397461],0,0,1
122,37,20170305175552.0,AECD,[],0,0,0
122,38,20170305175552.0,AECD,"[4.27191948890686, 2.0480740070343018]",0,1,-1
122,39,20170305175552.0,AECD,"[2.822183609008789, 2.220269203186035]",0,1,-1
122,40,20170305175552.0,AECD,[2.2647581100463867],0,0,1
122,41,20170305175552.0,CGED,[2.2117245197296143],10,1,1
122,42,20170305175552.0,CGGD,"[1.6509323120117188, 1.654942512512207, 1.6669745445251465, 1.7537047863006592]",13,0,-1
