99,1,20170305175552.0,BGAD,[],8,0,0
99,2,20170305175552.0,FABD,[],16,0,0
99,3,20170305175552.0,BCBD,[],7,0,0
99,4,20170305175552.0,BGCD,"[0.9851758480072021, 1.2328028678894043, 1.4995434284210205]",5,1,-1
99,5,20170305175552.0,EBCD,"[2.895728826522827, 3.217083215713501, 0.019051074981689453, 0.024064064025878906, 0.035093069076538086, 0.1810159683227539, 0.4501988887786865, 0.5695147514343262, 0.5720210075378418, 1.1681268215179443, 1.4288198947906494, 1.6719956398010254]",12,1,-1
99,6,20170305175552.0,AGCD,"[2.18332576751709, 2.462066173553467, 3.3253746032714844, 3.5645089149475098, 0.07169270515441895, 1.0583164691925049, 1.0819010734558105, 1.3435733318328857, 1.5586767196655273, 1.5751914978027344, 1.5887269973754883]",3,0,1
99,7,20170305175552.0,AECD,"[3.3032870292663574, 4.259860992431641, 4.261361837387085, 4.529045343399048, 5.089034795761108, 5.369781494140625, 5.875125885009766, 5.890166997909546, 0.05865597724914551, 0.07319474220275879, 0.33739733695983887, 0.34090662002563477]",0,0,0
99,8,20170305175552.0,AECD,[],0,0,0
99,9,20170305175552.0,AECD,[],0,0,0
99,10,20170305175552.0,AECD,[],0,0,0
99,11,20170305175552.0,AECD,[],0,0,0
99,12,20170305175552.0,AECD,[],0,0,0
99,13,20170305175552.0,AECD,[],0,1,1
99,14,20170305175552.0,AECD,"[2.202888250350952, 4.1074535846710205, 0.06868267059326172, 0.07419729232788086, 0.0797114372253418]",0,0,0
99,15,20170305175552.0,AECD,[],0,0,-1
99,16,20170305175552.0,EEAD,"[2.601419448852539, 2.815995693206787, 3.0511221885681152, 3.459707260131836, 3.8432281017303467, 4.028219223022461, 4.210204362869263, 4.400240182876587, 4.522034406661987, 1.3481168746948242, 1.3536019325256348]",10,0,0
99,17,20170305175552.0,EDCD,[],9,0,0
99,18,20170305175552.0,FECD,[],8,0,0
99,19,20170305175552.0,AABD,[],8,0,0
99,20,20170305175552.0,BBBD,[],8,0,0
99,21,20170305175552.0,DECD,[],5,0,0
99,22,20170305175552.0,BBAD,[],10,0,0
99,23,20170305175552.0,CGFD,[],11,0,0
99,24,20170305175552.0,FAAD,[],18,0,0
99,25,20170305175552.0,AFGD,[],8,0,0
99,26,20170305175552.0,ADAD,[],5,0,0
