117,1,20170305175552.0,AECD,[1.5972480773925781],0,0,0
117,2,20170305175552.0,AECD,[],0,0,0
117,3,20170305175552.0,AECD,[],0,0,0
117,4,20170305175552.0,DBFD,[],15,0,0
117,5,20170305175552.0,EAAD,[],17,0,0
117,6,20170305175552.0,EGCD,"[0.6386971473693848, 0.6511988639831543, 0.6552090644836426, 0.6717531681060791, 0.6877956390380859, 0.7043397426605225, 0.7203836441040039, 0.7369279861450195, 0.753472089767456, 0.7695145606994629, 0.7860856056213379, 0.8026330471038818, 0.8191466331481934, 0.8351888656616211, 0.8557424545288086, 0.8722865581512451, 0.8883287906646729, 0.9048750400543213, 0.9214186668395996, 0.9374613761901855, 0.9540045261383057, 0.9705493450164795, 0.9865920543670654, 1.0031657218933105, 1.1179413795471191, 1.1219508647918701, 1.134484052658081, 1.1385271549224854, 1.1550383567810059, 1.1710808277130127, 1.187626600265503, 1.2041690349578857, 1.3024325370788574, 1.3184728622436523, 1.335047960281372, 1.3555712699890137, 1.371614933013916, 1.3881585597991943, 1.4047024250030518, 1.420745611190796, 1.437288761138916, 1.4538328647613525, 1.4698760509490967, 1.486419439315796, 1.5029642581939697, 1.5195114612579346, 1.5355820655822754, 1.5521233081817627, 1.5686404705047607, 1.572650671005249, 1.5852179527282715, 1.58919358253479, 1.6052353382110596, 1.617769479751587, 1.6217796802520752, 1.633842945098877, 1.6383256912231445, 1.6503572463989258, 1.6543664932250977, 1.670912504196167, 1.6874563694000244]",10,0,0
117,7,20170305175552.0,AECD,"[1.7200427055358887, 1.7691733837127686, 1.8017909526824951, 1.8183040618896484, 1.8388586044311523, 1.8549013137817383, 1.871443748474121, 1.8879892826080322, 1.9040319919586182, 1.9205739498138428, 1.937119960784912, 1.9536635875701904, 1.9697065353393555, 1.986250638961792, 2.002793550491333, 2.0188374519348145, 2.035379648208618, 2.051924228668213, 2.0724823474884033, 2.0885214805603027, 2.1050655841827393, 2.1216094493865967, 2.1376521587371826, 2.1542272567749023, 2.1707396507263184, 2.186784029006958, 2.2033281326293945, 2.2198703289031982, 2.235915422439575, 2.2524585723876953, 2.5883519649505615, 2.604896068572998, 2.620938539505005, 2.6374807357788086, 2.654025077819824, 2.670067310333252, 2.6866116523742676, 2.703155755996704, 2.71919846534729, 2.7357420921325684, 2.7523181438446045, 2.7683286666870117, 2.7848732471466064]",0,0,0
117,8,20170305175552.0,AECD,"[2.441148042678833, 2.686800479888916, 2.9572033882141113, 3.1702699661254883]",0,0,0
117,9,20170305175552.0,AECD,[],0,0,0
117,10,20170305175552.0,GFBD,[1.2037475109100342],12,0,0
117,11,20170305175552.0,EFGD,[2.297654867172241],15,0,0
117,12,20170305175552.0,BEED,[],6,0,0
117,13,20170305175552.0,AECD,[],0,0,0
117,14,20170305175552.0,AECD,[],0,0,0
117,15,20170305175552.0,AECD,[],0,0,0
117,16,20170305175552.0,ACFD,[],9,0,0
117,17,20170305175552.0,FGGD,[],18,0,0
117,18,20170305175552.0,CDBD,[],6,0,0
117,19,20170305175552.0,AECD,[],0,0,0
117,20,20170305175552.0,AECD,[],0,0,0
117,21,20170305175552.0,AECD,[],0,0,0
117,22,20170305175552.0,EGFD,[],15,0,0
117,23,20170305175552.0,DGDD,[],10,0,0
117,24,20170305175552.0,FABD,[],16,0,0
117,25,20170305175552.0,AECD,[],0,0,0
